 written on 20Apr2023 at 14:37:54 
           4
         205
    4    2    2    2    4    4    2    2    2    4    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    4    2    2    2    4    2    1    1    1    2    2    1    1    1    2
    4    2    2    2    4    4    2    2    2    4
   -4   -2   -2    1    1    0.000379   -0.000000
   -4   -2   -2    2    1   -0.000565   -0.000000
   -4   -2   -2    3    1   -0.000293    0.000000
   -4   -2   -2    4    1    0.000006   -0.000000
   -4   -2   -2    1    2   -0.000017    0.000000
   -4   -2   -2    2    2    0.000379    0.000000
   -4   -2   -2    3    2   -0.000011    0.000000
   -4   -2   -2    4    2    0.000043    0.000000
   -4   -2   -2    1    3    0.000043   -0.000000
   -4   -2   -2    2    3    0.000006    0.000000
   -4   -2   -2    3    3   -0.000070    0.000000
   -4   -2   -2    4    3    0.000070   -0.000000
   -4   -2   -2    1    4   -0.000011   -0.000000
   -4   -2   -2    2    4   -0.000293   -0.000000
   -4   -2   -2    3    4   -0.000074   -0.000000
   -4   -2   -2    4    4   -0.000070   -0.000000
   -4   -2   -1    1    1   -0.001370    0.000000
   -4   -2   -1    2    1   -0.000565    0.000000
   -4   -2   -1    3    1    0.000770   -0.000000
   -4   -2   -1    4    1    0.000006   -0.000000
   -4   -2   -1    1    2    0.000633    0.000000
   -4   -2   -1    2    2   -0.001370   -0.000000
   -4   -2   -1    3    2   -0.000228   -0.000000
   -4   -2   -1    4    2   -0.000499   -0.000000
   -4   -2   -1    1    3   -0.000499    0.000000
   -4   -2   -1    2    3    0.000006    0.000000
   -4   -2   -1    3    3    0.000158    0.000000
   -4   -2   -1    4    3    0.000070    0.000000
   -4   -2   -1    1    4   -0.000228    0.000000
   -4   -2   -1    2    4    0.000770    0.000000
   -4   -2   -1    3    4    0.000396    0.000000
   -4   -2   -1    4    4    0.000158   -0.000000
   -4   -2    0    1    1    0.002111   -0.000000
   -4   -2    0    2    1    0.003141    0.000000
   -4   -2    0    3    1   -0.006594   -0.000000
   -4   -2    0    4    1    0.000492    0.000000
   -4   -2    0    1    2    0.000633    0.000000
   -4   -2    0    2    2    0.002111    0.000000
   -4   -2    0    3    2   -0.000228   -0.000000
   -4   -2    0    4    2   -0.000066   -0.000000
   -4   -2    0    1    3   -0.000066    0.000000
   -4   -2    0    2    3    0.000492   -0.000000
   -4   -2    0    3    3    0.004613   -0.000000
   -4   -2    0    4    3   -0.001096   -0.000000
   -4   -2    0    1    4   -0.000228    0.000000
   -4   -2    0    2    4   -0.006594    0.000000
   -4   -2    0    3    4    0.000396    0.000000
   -4   -2    0    4    4    0.004613    0.000000
   -4   -2    1    1    1   -0.001370   -0.000000
   -4   -2    1    2    1    0.003141    0.000000
   -4   -2    1    3    1    0.000770   -0.000000
   -4   -2    1    4    1    0.000492   -0.000000
   -4   -2    1    1    2   -0.000017   -0.000000
   -4   -2    1    2    2   -0.001370    0.000000
   -4   -2    1    3    2   -0.000011    0.000000
   -4   -2    1    4    2   -0.000499   -0.000000
   -4   -2    1    1    3   -0.000499    0.000000
   -4   -2    1    2    3    0.000492    0.000000
   -4   -2    1    3    3    0.000158   -0.000000
   -4   -2    1    4    3   -0.001096   -0.000000
   -4   -2    1    1    4   -0.000011   -0.000000
   -4   -2    1    2    4    0.000770    0.000000
   -4   -2    1    3    4   -0.000074   -0.000000
   -4   -2    1    4    4    0.000158    0.000000
   -4   -2    2    1    1    0.000379   -0.000000
   -4   -2    2    2    1   -0.000565   -0.000000
   -4   -2    2    3    1   -0.000293    0.000000
   -4   -2    2    4    1    0.000006   -0.000000
   -4   -2    2    1    2   -0.000017    0.000000
   -4   -2    2    2    2    0.000379    0.000000
   -4   -2    2    3    2   -0.000011    0.000000
   -4   -2    2    4    2    0.000043    0.000000
   -4   -2    2    1    3    0.000043   -0.000000
   -4   -2    2    2    3    0.000006    0.000000
   -4   -2    2    3    3   -0.000070    0.000000
   -4   -2    2    4    3    0.000070   -0.000000
   -4   -2    2    1    4   -0.000011   -0.000000
   -4   -2    2    2    4   -0.000293   -0.000000
   -4   -2    2    3    4   -0.000074   -0.000000
   -4   -2    2    4    4   -0.000070   -0.000000
   -3   -3   -2    1    1    0.000254    0.000000
   -3   -3   -2    2    1   -0.000034   -0.000000
   -3   -3   -2    3    1   -0.000351    0.000000
   -3   -3   -2    4    1   -0.000126   -0.000000
   -3   -3   -2    1    2   -0.000034    0.000000
   -3   -3   -2    2    2    0.000254   -0.000000
   -3   -3   -2    3    2   -0.000126   -0.000000
   -3   -3   -2    4    2   -0.000351    0.000000
   -3   -3   -2    1    3   -0.000351   -0.000000
   -3   -3   -2    2    3   -0.000126    0.000000
   -3   -3   -2    3    3   -0.000035   -0.000000
   -3   -3   -2    4    3   -0.000164   -0.000000
   -3   -3   -2    1    4   -0.000126    0.000000
   -3   -3   -2    2    4   -0.000351   -0.000000
   -3   -3   -2    3    4   -0.000164    0.000000
   -3   -3   -2    4    4   -0.000035    0.000000
   -3   -3   -1    1    1   -0.001039    0.000000
   -3   -3   -1    2    1   -0.000034   -0.000000
   -3   -3   -1    3    1    0.000658   -0.000000
   -3   -3   -1    4    1   -0.000126    0.000000
   -3   -3   -1    1    2    0.001036   -0.000000
   -3   -3   -1    2    2   -0.001039   -0.000000
   -3   -3   -1    3    2   -0.000541   -0.000000
   -3   -3   -1    4    2    0.000658   -0.000000
   -3   -3   -1    1    3    0.000658    0.000000
   -3   -3   -1    2    3   -0.000126   -0.000000
   -3   -3   -1    3    3   -0.000177   -0.000000
   -3   -3   -1    4    3   -0.000164   -0.000000
   -3   -3   -1    1    4   -0.000541    0.000000
   -3   -3   -1    2    4    0.000658   -0.000000
   -3   -3   -1    3    4    0.000509   -0.000000
   -3   -3   -1    4    4   -0.000177    0.000000
   -3   -3    0    1    1   -0.001635    0.000000
   -3   -3    0    2    1    0.001036    0.000000
   -3   -3    0    3    1    0.004534    0.000000
   -3   -3    0    4    1   -0.000541    0.000000
   -3   -3    0    1    2    0.001036   -0.000000
   -3   -3    0    2    2   -0.001635    0.000000
   -3   -3    0    3    2   -0.000541    0.000000
   -3   -3    0    4    2    0.004534    0.000000
   -3   -3    0    1    3    0.004534   -0.000000
   -3   -3    0    2    3   -0.000541   -0.000000
   -3   -3    0    3    3   -0.000710   -0.000000
   -3   -3    0    4    3    0.000509    0.000000
   -3   -3    0    1    4   -0.000541   -0.000000
   -3   -3    0    2    4    0.004534   -0.000000
   -3   -3    0    3    4    0.000509   -0.000000
   -3   -3    0    4    4   -0.000710   -0.000000
   -3   -3    1    1    1   -0.001039   -0.000000
   -3   -3    1    2    1    0.001036    0.000000
   -3   -3    1    3    1    0.000658   -0.000000
   -3   -3    1    4    1   -0.000541   -0.000000
   -3   -3    1    1    2   -0.000034    0.000000
   -3   -3    1    2    2   -0.001039    0.000000
   -3   -3    1    3    2   -0.000126    0.000000
   -3   -3    1    4    2    0.000658    0.000000
   -3   -3    1    1    3    0.000658    0.000000
   -3   -3    1    2    3   -0.000541    0.000000
   -3   -3    1    3    3   -0.000177    0.000000
